#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ジャギィアーム,0,1,1,1,1,1,0,6,72,-2,0,0,0,0,火属性攻撃,3,,,,,,,,,ジャギィの鱗,3,竜骨【小】,4,キラビートル,2,大地の結晶,2
ジャギィガード,0,2,1,1,1,1,0,3,36,-2,0,0,0,0,火属性攻撃,2,,,,,,,,,ジャギィの鱗,3,竜骨【小】,4,キラビートル,2,大地の結晶,2
マッカォアーム,0,1,1,2,1,1,0,8,74,-2,0,0,0,0,跳躍,1,,,,,,,,,マッカォの鱗,4,マッカォの皮,3,キラビートル,1,,
マッカォガード,0,2,1,2,1,1,0,4,37,-2,1,1,1,1,跳躍,1,,,,,,,,,マッカォの鱗,4,マッカォの皮,3,キラビートル,1,,
ランポスアーム,0,1,1,1,1,2,0,8,74,0,0,0,-2,0,水属性攻撃,4,,,,,,,,,ランポスの大爪,2,ランポスの大皮,3,ランポスの鱗,2,大地の結晶,3
ランポスガード,0,2,1,1,1,2,0,4,37,0,1,1,-2,0,水属性攻撃,4,,,,,,,,,ランポスの大爪,2,ランポスの大皮,3,ランポスの鱗,2,大地の結晶,3
ギアノスアーム,0,1,1,1,1,2,0,8,74,0,0,-1,2,0,だるま,2,睡眠,-2,,,,,,,ギアノスの鱗,2,ギアノスの皮,2,円盤石,1,暖かい毛皮,1
ギアノスガード,0,2,1,1,1,2,0,4,37,0,0,-1,3,0,だるま,2,睡眠,-2,,,,,,,ギアノスの鱗,2,ギアノスの皮,2,円盤石,1,暖かい毛皮,1
ゲネポスアーム,0,1,1,1,1,2,0,10,76,0,0,1,-2,0,麻痺,3,毒,-3,,,,,,,ゲネポスの大皮,2,ゲネポスの大牙,2,鉄鉱石,2,ゲネポスの麻痺牙,5
ゲネポスガード,0,2,1,1,1,2,0,5,38,1,0,2,-2,0,麻痺,3,毒,-3,,,,,,,ゲネポスの大皮,2,ゲネポスの大牙,2,鉄鉱石,2,ゲネポスの麻痺牙,5
ランゴアーム,0,1,1,1,2,3,0,10,76,-2,1,1,1,2,納刀,3,,,,,,,,,ランゴスタの羽,3,鉄鉱石,3,大地の結晶,2,,
ランゴガード,0,2,1,1,2,3,0,5,38,-2,2,2,2,3,納刀,3,,,,,,,,,ランゴスタの羽,3,鉄鉱石,3,大地の結晶,2,,
タロスアーム,0,1,1,2,1,3,0,10,76,-1,-1,-1,-1,4,龍耐性,3,,,,,,,,,カンタロスの羽,3,カンタロスの甲殻,3,鉄鉱石,5,モンスターの体液,1
タロスガード,0,2,1,2,1,3,0,5,38,-1,-1,-1,-1,6,龍耐性,3,,,,,,,,,カンタロスの羽,3,カンタロスの甲殻,3,鉄鉱石,5,モンスターの体液,1
ブナハグローブ,0,1,1,1,1,3,0,10,76,-2,0,0,0,2,斬れ味,2,火耐性,-2,,,,,,,飛甲虫の羽,3,飛甲虫の甲殻,2,雷光虫,1,キラビートル,2
ブナハカフス,0,2,1,1,1,3,0,5,38,-2,1,1,1,3,弾薬節約,2,火耐性,-2,,,,,,,飛甲虫の羽,3,飛甲虫の甲殻,2,雷光虫,1,キラビートル,2
クンチュウアーム,0,1,1,0,1,1,0,12,78,0,1,1,1,1,ガード性能,4,体術,-2,,,,,,,盾虫の甲殻,5,とがった牙,3,鉄鉱石,2,セッチャクロアリ,1
クンチュウガード,0,2,1,0,1,1,0,6,39,0,2,2,2,2,精密射撃,4,体術,-2,,,,,,,盾虫の甲殻,5,とがった牙,3,鉄鉱石,2,セッチャクロアリ,1
モスパンチ,0,0,1,1,1,1,0,5,38,0,0,0,0,0,食いしん坊,4,,,,,,,,,モスの苔皮,1,ファンゴの毛皮,3,セッチャクロアリ,2,,
リノプロアーム,0,1,1,2,1,2,0,12,78,2,0,0,-2,0,水属性攻撃,2,,,,,,,,,草食竜の甲殻,2,竜骨【中】,4,氷結晶,2,,
リノプロガード,0,2,1,2,1,2,0,6,39,3,0,0,-2,0,水属性攻撃,2,,,,,,,,,草食竜の甲殻,2,竜骨【中】,4,氷結晶,2,,
ファンゴアーム,0,1,1,1,1,2,0,12,78,0,2,-2,1,0,攻撃,3,,,,,,,,,大猪の皮,2,大猪の牙,1,鉄鉱石,8,,
ファンゴガード,0,2,1,1,1,2,0,6,39,0,3,-2,1,0,攻撃,2,,,,,,,,,大猪の皮,2,大猪の牙,1,鉄鉱石,8,,
アシラアーム,0,1,1,0,2,2,0,14,80,-2,0,-2,0,0,防御,3,ハチミツ,3,攻撃,-3,,,,,青熊獣の甲殻,2,青熊獣の腕甲,1,青熊獣の毛,2,甲虫の腹袋,2
アシラガード,0,2,1,0,2,2,0,7,40,-2,0,-2,0,0,防御,3,ハチミツ,2,攻撃,-3,,,,,青熊獣の甲殻,2,青熊獣の腕甲,1,青熊獣の毛,2,甲虫の腹袋,2
ガレオスアーム,0,1,1,1,1,2,0,14,80,2,0,0,-3,0,耐暑,2,耐寒,-2,,,,,,,砂竜のヒレ,2,砂竜の牙,2,円盤石,6,モンスターの体液,1
ガレオスガード,0,2,1,1,1,2,0,7,40,2,0,0,-3,0,耐暑,2,耐寒,-2,,,,,,,砂竜のヒレ,2,砂竜の牙,2,円盤石,6,モンスターの体液,1
ブレイブグラブ,0,0,2,0,3,4,0,8,39,0,0,0,0,0,乗り,5,,,,,,,,,ベルナチケット,1,ドラグライト鉱石,2,暖かい毛皮,1,ランポスの鱗,2
アロイアーム,0,1,2,0,2,3,0,12,74,-1,0,-1,-1,0,研ぎ師,4,風圧,2,,,,,,,ベアライト石,2,マカライト鉱石,2,鉄鉱石,4,,
アロイガード,0,2,2,0,2,3,0,6,37,-1,0,-1,-1,0,装填速度,4,風圧,2,,,,,,,ベアライト石,2,マカライト鉱石,2,鉄鉱石,4,,
バトルアーム,0,1,2,1,3,4,0,12,74,1,-1,-1,0,0,攻撃,2,ガード性能,1,,,,,,,翼蛇竜の皮,1,暖かい毛皮,1,ブランゴの毛,5,大地の結晶,2
バトルガード,0,2,2,1,3,4,0,6,37,2,-1,-1,0,0,攻撃,2,反動,1,,,,,,,翼蛇竜の皮,1,暖かい毛皮,1,ブランゴの毛,5,大地の結晶,2
インゴットアーム,0,1,2,0,3,4,0,14,76,-1,-1,1,0,0,氷属性攻撃,5,,,,,,,,,ドラグライト鉱石,2,ライトクリスタル,2,ベアライト石,2,マカライト鉱石,5
インゴットガード,0,2,2,0,3,4,0,7,38,-1,-1,2,0,0,氷属性攻撃,4,,,,,,,,,ドラグライト鉱石,2,ライトクリスタル,2,ベアライト石,2,マカライト鉱石,5
ハイメタアーム,0,1,2,0,3,4,0,14,76,0,-1,2,-1,0,聴覚保護,2,雷耐性,2,加護,-1,,,,,ドラグライト鉱石,3,マカライト鉱石,2,鉄鉱石,4,とがった爪,2
ハイメタガード,0,2,2,0,3,4,0,7,38,0,-1,3,-1,0,聴覚保護,2,雷耐性,2,加護,-1,,,,,ドラグライト鉱石,3,マカライト鉱石,2,鉄鉱石,4,とがった爪,2
メルホアラーマ,0,1,2,0,1,3,0,12,74,0,1,1,0,0,野草知識,3,採取,3,,,,,,,ドスビスカス,1,ライトクリスタル,1,セッチャクロアリ,3,ネンチャク草,4
メルホアアスト,0,2,2,0,1,3,0,6,37,0,1,1,0,0,野草知識,3,採取,3,,,,,,,ドスビスカス,1,ライトクリスタル,1,セッチャクロアリ,3,ネンチャク草,4
マカルパスリーブ,0,1,2,0,1,2,0,14,76,1,2,-2,0,0,効果持続,5,,,,,,,,,春夜鯉,1,砂竜の鱗,3,バクレツアロワナ,5,調合書①入門編,1
マカルパヴァント,0,2,2,0,1,2,0,7,38,1,3,-2,0,0,効果持続,5,,,,,,,,,春夜鯉,1,砂竜の鱗,3,バクレツアロワナ,5,調合書①入門編,1
オウビートマーノ,1,1,2,0,2,4,0,18,80,2,-2,2,-2,3,攻撃,5,,,,,,,,,オオツノアゲハ,1,ベアライト石,1,セッチャクロアリ,6,麻痺袋,2
オウビートブラッソ,1,2,2,0,2,4,0,9,40,3,-2,2,-2,4,攻撃,5,,,,,,,,,オオツノアゲハ,1,ベアライト石,1,セッチャクロアリ,6,麻痺袋,2
パピメルマーノ,2,1,2,0,2,4,0,18,80,2,-2,2,-2,3,攻撃,5,,,,,,,,,オオツノアゲハ,1,ベアライト石,1,セッチャクロアリ,6,麻痺袋,2
パピメルブラッソ,2,2,2,0,2,4,0,9,40,3,-2,2,-2,4,攻撃,5,,,,,,,,,オオツノアゲハ,1,ベアライト石,1,セッチャクロアリ,6,麻痺袋,2
デスギアファオスト,0,1,2,1,2,3,0,16,78,2,1,1,-1,0,狂撃耐性,3,回避性能,-1,,,,,,,禍々しい布,1,イーオスの紫鱗,2,とがった爪,4,セッチャクロアリ,2
デスギアベギアデ,0,2,2,1,2,3,0,8,39,3,1,1,-1,0,狂撃耐性,2,回避性能,-1,,,,,,,禍々しい布,1,イーオスの紫鱗,2,とがった爪,4,セッチャクロアリ,2
マギュルラーマ,0,1,2,1,2,3,0,14,76,-3,1,0,2,0,溜め短縮,2,体術,-1,,,,,,,ペピポパンプキン,1,カワズの油,1,ツラヌキの実,10,トウガラシ,10
マギュルアスト,0,2,2,1,2,3,0,7,38,-3,2,0,3,0,溜め短縮,2,体術,-1,,,,,,,ペピポパンプキン,1,カワズの油,1,ツラヌキの実,10,トウガラシ,10
エーデルラーマ,0,1,2,1,1,3,0,14,76,-1,3,-1,0,0,野草知識,4,,,,,,,,,星見の花,1,水袋,1,クモの巣,8,ユクモの木,1
エーデルアスト,0,2,2,1,1,3,0,7,38,-1,4,-1,0,0,野草知識,4,,,,,,,,,星見の花,1,水袋,1,クモの巣,8,ユクモの木,1
スカルダマーノ,1,1,2,0,1,1,0,18,80,3,-1,-1,-1,3,特殊会心,4,攻撃,-2,,,,,,,毒クモリ,1,甲虫の大顎,2,麻痺袋,2,雷光虫,4
スカルダブラッソ,1,2,2,0,1,1,0,9,40,4,-1,-1,-1,3,特殊会心,3,攻撃,-2,,,,,,,毒クモリ,1,甲虫の大顎,2,麻痺袋,2,雷光虫,4
スパイオマーノ,2,1,2,0,1,1,0,18,80,3,-1,-1,-1,3,特殊会心,4,攻撃,-2,,,,,,,毒クモリ,1,甲虫の大顎,2,麻痺袋,2,雷光虫,4
スパイオブラッソ,2,2,2,0,1,1,0,9,40,4,-1,-1,-1,3,特殊会心,3,攻撃,-2,,,,,,,毒クモリ,1,甲虫の大顎,2,麻痺袋,2,雷光虫,4
ムーファグラブ,0,1,2,0,1,3,0,14,76,-1,0,2,3,0,雷属性攻撃,5,,,,,,,,,雲羊鹿の角,1,雲羊鹿の毛玉,2,暖かい毛皮,2,,
ムーファカフス,0,2,2,0,1,3,0,7,38,-1,0,3,4,0,雷属性攻撃,5,,,,,,,,,雲羊鹿の角,1,雲羊鹿の毛玉,2,暖かい毛皮,2,,
ランポスーツグラブ,0,1,2,0,3,4,0,10,72,1,2,1,1,1,運気,2,加護,-2,,,,,,,ランポスの大爪,2,ドラグライト鉱石,2,ランポスの皮,5,ブランゴの毛,4
ランポスーツハンド,0,2,2,0,3,4,0,5,36,1,3,1,1,1,運気,2,加護,-2,,,,,,,ランポスの大爪,2,ドラグライト鉱石,2,ランポスの皮,5,ブランゴの毛,4
ゲネポスーツグラブ,0,1,2,0,3,4,0,10,72,1,1,2,1,1,運気,2,加護,-2,,,,,,,ゲネポスの大牙,2,ドスヘラクレス,2,ゲネポスの皮,5,とがった爪,4
ゲネポスーツハンド,0,2,2,0,3,4,0,5,36,1,1,3,1,1,運気,2,加護,-2,,,,,,,ゲネポスの大牙,2,ドスヘラクレス,2,ゲネポスの皮,5,とがった爪,4
イーオスーツグラブ,0,1,2,0,3,4,0,10,72,2,1,1,1,1,運気,2,加護,-2,,,,,,,イーオスの紫鱗,2,溶岩獣の鱗,2,イーオスの皮,5,カワズの油,1
イーオスーツハンド,0,2,2,0,3,4,0,5,36,3,1,1,1,1,運気,2,加護,-2,,,,,,,イーオスの紫鱗,2,溶岩獣の鱗,2,イーオスの皮,5,カワズの油,1
ガブラスーツグラブ,0,1,2,0,3,4,0,10,72,1,1,1,1,2,運気,2,加護,-2,,,,,,,翼蛇竜の皮,4,モンスターの体液,3,ドラグライト鉱石,2,カラ骨,5
ガブラスーツハンド,0,2,2,0,3,4,0,5,36,1,1,1,1,3,運気,2,加護,-2,,,,,,,翼蛇竜の皮,4,モンスターの体液,3,ドラグライト鉱石,2,カラ骨,5
イーオスアーム,0,1,2,0,2,3,0,14,76,2,-1,-1,0,0,毒,2,観察眼,2,気絶,-2,,,,,イーオスの紫鱗,2,毒袋,3,イーオスの皮,4,鉄鉱石,2
イーオスガード,0,2,2,0,2,3,0,7,38,3,-1,-1,0,0,毒,2,観察眼,2,気絶,-2,,,,,イーオスの紫鱗,2,毒袋,3,イーオスの皮,4,鉄鉱石,2
クックアーム,0,1,2,0,1,3,0,16,78,4,-1,0,-3,0,火属性攻撃,7,,,,,,,,,怪鳥の甲殻,2,怪鳥の鱗,3,怪鳥の翼膜,2,,
クックガード,0,2,2,0,1,3,0,8,39,5,-1,0,-3,0,火属性攻撃,7,,,,,,,,,怪鳥の甲殻,2,怪鳥の鱗,3,怪鳥の翼膜,2,,
ウルクアーム,0,1,2,1,1,3,0,14,76,-3,1,0,4,0,だるま,4,回避性能,1,体力,-1,,,,,白兎獣の氷爪,2,白兎獣の毛,2,白兎獣の腹甲,1,暖かい毛皮,4
ウルクガード,0,2,2,1,1,3,0,7,38,-3,1,0,5,0,だるま,3,回避性能,1,体力,-1,,,,,白兎獣の氷爪,2,白兎獣の毛,2,白兎獣の腹甲,1,暖かい毛皮,4
ゲリョスアーム,0,1,2,0,1,3,0,16,78,-3,1,4,-1,0,毒,4,スタミナ,1,腹減り,-1,,,,,ゴム質の皮,3,毒袋,1,大地の結晶,2,マカライト鉱石,1
ゲリョスガード,0,2,2,0,1,3,0,8,39,-3,1,5,-1,0,毒,4,スタミナ,1,腹減り,-1,,,,,ゴム質の皮,3,毒袋,1,大地の結晶,2,マカライト鉱石,1
カブラアーム,0,1,2,0,1,3,0,18,80,2,-3,-1,0,1,体力,5,,,,,,,,,鬼蛙の爪,1,鬼蛙の甲殻,2,鬼蛙の鱗,2,カワズの油,2
カブラガード,0,2,2,0,1,3,0,9,40,3,-3,-1,0,1,体力,5,,,,,,,,,鬼蛙の爪,1,鬼蛙の甲殻,2,鬼蛙の鱗,2,カワズの油,2
ザザミアーム,0,1,2,2,1,3,0,20,82,-1,3,-3,0,1,防御,2,ガード性能,1,体術,-1,,,,,盾蟹の爪,1,盾蟹の甲殻,2,マカライト鉱石,2,とがった爪,4
ザザミガード,0,2,2,2,1,3,0,10,41,-1,4,-3,0,1,防御,2,反動,1,装填速度,-1,,,,,盾蟹の爪,1,盾蟹の甲殻,2,マカライト鉱石,2,とがった爪,4
ラングロアーム,0,1,2,1,3,4,0,18,80,2,-3,0,-1,1,細菌学,2,溜め短縮,1,気力回復,-2,,,,,赤甲獣の爪,2,赤甲獣の蛇腹甲,2,大きな骨,2,溶岩獣の鱗,4
ラングロガード,0,2,2,1,3,4,0,9,40,3,-3,0,-1,1,細菌学,2,溜め短縮,1,気力回復,-2,,,,,赤甲獣の爪,2,赤甲獣の蛇腹甲,2,大きな骨,2,溶岩獣の鱗,4
ルドロスアーム,0,1,2,0,1,3,0,18,80,-3,4,-1,0,0,腹減り,4,気力回復,1,,,,,,,水獣の爪,1,水獣の鱗,2,海綿質の皮,2,水袋,2
ルドロスガード,0,2,2,0,1,3,0,9,40,-3,5,-1,0,0,腹減り,4,気力回復,1,,,,,,,水獣の爪,1,水獣の鱗,2,海綿質の皮,2,水袋,2
ホロロアーム,0,1,2,1,2,4,0,18,80,-2,-2,1,1,0,痛撃,2,睡眠,1,,,,,,,夜鳥の羽鱗,3,夜鳥の翼膜,2,マカライト鉱石,3,暖かい毛皮,4
ホロロガード,0,2,2,1,2,4,0,9,40,-1,-2,1,1,0,痛撃,2,睡眠,1,,,,,,,夜鳥の羽鱗,3,夜鳥の翼膜,2,マカライト鉱石,3,暖かい毛皮,4
フルフルアーム,0,1,2,2,2,3,0,18,80,-4,1,4,2,1,回復速度,1,,,,,,,,,ブヨブヨした皮,2,電気袋,1,鉄鉱石,6,雷光虫,1
フルフルガード,0,2,2,2,2,3,0,9,40,-4,1,5,2,1,回復速度,1,,,,,,,,,ブヨブヨした皮,2,電気袋,1,鉄鉱石,6,雷光虫,1
レイアアーム,0,1,2,0,3,4,0,20,82,3,0,-2,0,-3,体力,3,回復量,1,回復速度,-1,,,,,火竜の翼爪,2,雌火竜の甲殻,2,雌火竜の棘,1,ドラグライト鉱石,3
レイアガード,0,2,2,0,3,4,0,10,41,4,0,-2,0,-3,体力,3,回復量,1,回復速度,-1,,,,,火竜の翼爪,2,雌火竜の甲殻,2,雌火竜の棘,1,ドラグライト鉱石,3
ハプルアーム,0,1,2,1,2,3,0,20,82,2,0,-1,-3,1,食いしん坊,2,食事,1,回復量,-1,,,,,潜口竜の爪,2,潜口竜の甲殻,2,鮮やかな体液,4,甲虫の大顎,3
ハプルガード,0,2,2,1,2,3,0,10,41,3,0,-1,-3,1,食いしん坊,2,食事,1,回復量,-1,,,,,潜口竜の爪,2,潜口竜の甲殻,2,鮮やかな体液,4,甲虫の大顎,3
ブランゴアーム,0,1,2,1,2,4,0,18,80,-4,1,0,4,0,氷属性攻撃,2,体術,2,スタミナ,-1,,,,,雪獅子の毛,4,ギアノスの皮,3,とがった爪,2,怪鳥の翼膜,1
ブランゴガード,0,2,2,1,2,4,0,9,40,-4,1,0,5,0,氷属性攻撃,2,体術,1,スタミナ,-1,,,,,雪獅子の毛,4,ギアノスの皮,3,とがった爪,2,怪鳥の翼膜,1
ギザミアーム,0,1,2,1,2,4,0,20,82,1,2,-1,-1,0,斬れ味,4,雷耐性,-2,,,,,,,鎌蟹の爪,1,鎌蟹の甲殻,2,大地の結晶,4,セッチャクロアリ,3
ギザミガード,0,2,2,1,2,4,0,10,41,2,2,-1,-1,0,弾薬節約,4,雷耐性,-2,,,,,,,鎌蟹の爪,1,鎌蟹の甲殻,2,大地の結晶,4,セッチャクロアリ,3
ガララアーム,0,1,2,0,2,4,0,20,82,1,-1,0,-3,1,聴覚保護,2,捕獲,2,加護,-1,,,,,絞蛇竜の牙,3,絞蛇竜の鳴甲,2,麻痺袋,2,ゲネポスの大皮,2
ガララガード,0,2,2,0,2,4,0,10,41,1,-1,1,-3,1,聴覚保護,2,捕獲,2,加護,-1,,,,,絞蛇竜の牙,3,絞蛇竜の鳴甲,2,麻痺袋,2,ゲネポスの大皮,2
ナルガアーム,0,1,2,2,3,4,0,18,80,-2,1,-3,1,1,達人,3,回避距離,1,龍耐性,-2,,,,,迅竜の刃翼,3,迅竜の鱗,3,翼蛇竜の皮,3,青熊獣の毛,6
ナルガガード,0,2,2,2,3,4,0,9,40,-2,1,-2,1,1,達人,2,回避距離,1,龍耐性,-2,,,,,迅竜の刃翼,3,迅竜の鱗,3,翼蛇竜の皮,3,青熊獣の毛,6
サージュグラブ,0,1,2,0,2,3,0,18,80,0,0,0,0,0,細菌学,3,捕獲,1,底力,-2,,,,,雲羊鹿の毛玉,3,首鳴竜の皮,1,海綿質の皮,2,,
サージュカフス,0,2,2,0,2,3,0,9,40,0,0,0,0,0,細菌学,3,捕獲,1,底力,-2,,,,,雲羊鹿の毛玉,3,首鳴竜の皮,1,海綿質の皮,2,,
ヴァイクアーム,0,1,3,1,3,5,0,20,82,0,3,-2,-1,0,水属性攻撃,5,,,,,,,,,ヨロイシダイ,1,上竜骨,1,大地の結晶,3,カクサンデメキン,2
ヴァイクガード,0,2,3,1,3,5,0,10,41,0,4,-2,-1,0,水属性攻撃,5,,,,,,,,,ヨロイシダイ,1,上竜骨,1,大地の結晶,3,カクサンデメキン,2
ロワーガマーノ,1,1,3,1,3,5,0,20,82,-2,0,3,-2,2,気力回復,3,達人,1,,,,,,,オオクワアゲハ,1,溶岩塊,1,ドスヘラクレス,1,にが虫,10
ロワーガブラッソ,1,2,3,1,3,5,0,10,41,-2,0,3,-2,3,気力回復,3,達人,1,,,,,,,オオクワアゲハ,1,溶岩塊,1,ドスヘラクレス,1,にが虫,10
ファルメルマーノ,2,1,3,1,3,5,0,20,82,-2,0,3,-2,2,気力回復,3,達人,1,,,,,,,オオクワアゲハ,1,溶岩塊,1,ドスヘラクレス,1,にが虫,10
ファルメルブラッソ,2,2,3,1,3,5,0,10,41,-2,0,3,-2,3,気力回復,3,達人,1,,,,,,,オオクワアゲハ,1,溶岩塊,1,ドスヘラクレス,1,にが虫,10
アーティアアーム,0,1,3,1,2,3,0,24,86,1,-2,-2,2,3,対防御DOWN,3,雷属性攻撃,3,,,,,,,さびた破片,1,ライトクリスタル,2,大地の結晶,10,石ころ,16
アーティアガード,0,2,3,1,2,3,0,12,43,3,-2,-2,2,3,対防御DOWN,3,雷属性攻撃,3,,,,,,,さびた破片,1,ライトクリスタル,2,大地の結晶,10,石ころ,16
ガルルガアーム,0,1,3,0,2,5,0,22,84,2,-1,2,0,0,聴覚保護,2,剣術,1,水耐性,-2,,,,,黒狼鳥の鱗,5,黒狼鳥の甲殻,4,黒狼鳥の翼,2,上竜骨,1
ガルルガガード,0,2,3,0,2,5,0,11,42,3,-1,2,0,0,聴覚保護,2,変則射撃,1,水耐性,-2,,,,,黒狼鳥の鱗,5,黒狼鳥の甲殻,4,黒狼鳥の翼,2,上竜骨,1
ガンキンアーム,0,1,3,2,3,5,0,26,88,3,-4,0,-1,-2,裂傷,3,抜刀減気,1,,,,,,,爆鎚竜の鱗,3,爆鎚竜の顎,1,溶岩塊,3,紅蓮石,1
ガンキンガード,0,2,3,2,3,5,0,13,44,4,-4,0,-1,-2,裂傷,2,散弾強化,1,,,,,,,爆鎚竜の鱗,3,爆鎚竜の顎,1,溶岩塊,3,紅蓮石,1
レウスアーム,0,1,3,0,3,5,0,24,86,4,0,-2,0,-4,攻撃,4,痛撃,1,防御,-3,,,,,火竜の鱗,4,火竜の尻尾,1,火竜の翼爪,2,ドラグライト鉱石,3
レウスガード,0,2,3,0,3,5,0,12,43,5,0,-2,0,-4,攻撃,4,痛撃,1,防御,-3,,,,,火竜の鱗,4,火竜の尻尾,1,火竜の翼爪,2,ドラグライト鉱石,3
ラギアアーム,0,1,3,0,3,5,0,24,86,-3,2,4,-1,-2,ガード性能,3,気力回復,1,特殊攻撃,-2,,,,,海竜の爪,2,海竜の皮,3,海竜の鱗,4,ドラグライト鉱石,4
ラギアガード,0,2,3,0,3,5,0,12,43,-3,2,5,-1,-2,貫通弾強化,3,気力回復,1,特殊攻撃,-2,,,,,海竜の爪,2,海竜の皮,3,海竜の鱗,4,ドラグライト鉱石,4
ジンオウアーム,0,1,3,1,3,6,0,22,84,0,-1,4,-4,1,本気,3,属性会心,2,氷耐性,-2,,,,,雷狼竜の爪,3,雷狼竜の蓄電殻,3,雷狼竜の帯電毛,2,超電雷光虫,2
ジンオウガード,0,2,3,1,3,6,0,11,42,0,-1,5,-4,1,本気,3,属性会心,2,氷耐性,-2,,,,,雷狼竜の爪,3,雷狼竜の蓄電殻,3,雷狼竜の帯電毛,2,超電雷光虫,2
ミツネアーム,0,1,3,1,3,5,0,20,82,0,2,-3,1,-1,腹減り,2,泡沫,1,雷耐性,-2,,,,,泡狐竜の爪,4,泡狐竜の鱗,2,黒真珠,4,青熊獣の腕甲,2
ミツネガード,0,2,3,1,3,5,0,10,41,0,2,-2,1,-1,泡沫,1,腹減り,1,雷耐性,-2,,,,,泡狐竜の爪,4,泡狐竜の鱗,2,黒真珠,4,青熊獣の腕甲,2
ゼクスアーム,0,1,3,1,3,5,0,24,86,0,-2,3,-3,2,連撃,2,気絶,1,氷耐性,-2,,,,,電竜の棘殻,4,電竜の鋏尾,1,電竜の翼爪,2,電気袋,4
ゼクスガード,0,2,3,1,3,5,0,12,43,0,-2,4,-3,2,気絶,1,連撃,1,氷耐性,-2,,,,,電竜の棘殻,4,電竜の鋏尾,1,電竜の翼爪,2,電気袋,4
